"title","channel","url","type","linked_to","transcription","likes","comments","views","published_at"
"SACANI MANDA A REAL SOBRE PEC CONTRA ESCALA 6X1","Cortes RedCast [OFICIAL]","https://www.youtube.com/watch?v=_pv2egdrGYE","Principal","ESPOSA DE DEYVERSON OPINA SOBRE ESCALA 6X1: ‘SERÁ QUE A CULPA É DO SEU CHEFE?’ // ESCALA 6X1 NO CHIPANZIL NUNCA VAI ACABAR!! // CEROL DAR SUA OPINIÃO SOBRE A ESCALA 6X1 // RENAN FALANDO SOBRE A ESCALA 6X1 KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK // Cerol fala sobre a Escala 6x1 Deve ou não deve acabar ? #cerol #escala #6x1 #clt // ","transcriptions.txt","16123","2931","293689","2024-11-16"
"ECONOMISTA EXPLICA: ESCALA 6X1 DEVE ACABAR | CORTES","Cortes do Chocolate","https://www.youtube.com/watch?v=nr59U9gY-F4","Principal","","transcriptions.txt","1599","106","16311","2024-11-11"
"Luiz Philippe explica por que é contra o fim da escala 6x1","Brasil Paralelo","https://www.youtube.com/watch?v=O6x2biglKuA","Principal","PROJETO DE FIM DA ESCALA 6X1 É IMPULSIONADO PELAS REDES SOCIAIS E PRESSIONA CONGRESSO NACIONAL // Eduardo Moreira: É fundamental abraçar a luta pelo fim da escala 6x1 de trabalho // PEC contra escala 6x1: atos em apoio à proposta acontecem ao redor do Brasil | SBT Brasil (15/11/24) // PEC contra escala 6x1: atos em apoio à proposta acontecem ao redor do Brasil | SBT Brasil (15/11/24) // FIM DA ESCALA 6X1 FUNCIONARIA NO BRASIL? // Escala 6x1: uma nova era de avaliação no trabalho ou risco à Justiça Trabalhista? // Argumentos contra o fim da escala 6x1 repetem falas já usadas // GAYER CRITICA PROJETO QUE PEDE FIM DA ESCALA 6X1: “PEC DO DESEMPREGO” // Jussara Soares: PEC que determina fim da escala 6x1 pressiona direita e surpreende governo | CNN 360 // PEC pelo fim da escala 6x1 atinge assinaturas e já pode tramitar no Congresso // FIM DA ESCALA 6X1: EMPRESÁRIOS ABREM O JOGO SOBRE O FUTURO DA ECONOMIA | BRASIL À BEIRA DO COLAPSO? // Proibir a escala 6x1: estão te enganando! // O fim da escala 6x1 é uma oportunidade política única (e o governo tá vacilando) // TREZOITAO É A FAVOR DA ESCALA 6X1? // Fim da escala 6x1 // Escala 6x1 em discussão na Câmara: Como a esquerda vai desempregar ainda mais brasileiros. // Cleitinho confronta aliados e quer Fim da Escala 6x1- Nikolas Ferreira rebate críticas // Fim da escala 6x1 e o Deputado Marco Feliciano // ","transcriptions.txt","2247","264","12455","2024-11-15"
"ABRASEL: PEC DA ESCALA 6X1 É ESTAPAFÚRDIA / STF JULGA RECURSO DE COLLOR | LINHA DE FRENTE 12/11/2024","Jovem Pan News","https://www.youtube.com/watch?v=s9tuP-Dc_hk","Principal","","transcriptions.txt","772","19","35387","2024-11-12"
"Lado B do Rio #328 – Contra a escala 6x1, com Rick Azevedo (PSOL-RJ)","Lado B do Rio","https://www.youtube.com/watch?v=EaYK_Btdoks","Principal","TRABALHADORES DA PEPSICO FAZEM A PRIMEIRA GREVE CONTRA ESCALA 6X1 NO BRASIL // DESABAFO DA ESCALA 6X1 // DESABAFO ESCALA 6X1: A REALIDADE DOS TRABALHADORES BRASILEIROS! | REACT. Luideverso // ","transcriptions.txt","192","51","1243","2024-08-16"
"O FIM DA ESCALA 6X1 É UMA UTOPIA NO BRASIL!","Filipe Altamir","https://www.youtube.com/watch?v=8E9RRfG5P44","Principal","Fim da escala 6x1: projeto domina redes sociais e pressiona deputados | SBT Brasil (11/11/24) // Fim da escala 6x1: assinaturas necessárias protocolar PEC é atingida | SBT Brasil (13/11/24) // ninguém aguenta mais a ESCALA 6x1 // Se o fim da escala 6x1 for aprovado a bolsa acaba? É o fim? // O Fim da Escala 6x1 vai Quebrar a Economia do Brasil // PEC contra escala 6x1: atos em apoio à proposta acontecem ao redor do Brasil | SBT Brasil (15/11/24) // Pedro Duran: Prós e contras da escala 6X1 | CNN NOVO DIA // AS MENTIRAS DE NIKOLAS FERREIRA SOBRE A ESCALA 6x1 // PEC contra escala 6x1: atos em apoio à proposta acontecem ao redor do Brasil | SBT Brasil (15/11/24) // Igão DISCUTE sobre FIM DA ESCALA 6X1 com PSIQUIATRA // FIM DA ESCALA 6X1 (COM ESTUDOS) • Física e Afins // Empresário: Como o fim da escala 6x1, negócios vão fechar | CNN 360° // Especialista em Direito do Trabalho explica consequências do fim da escala 6x1 // FIM DA ESCALA 6X1 FUNCIONARIA NO BRASIL? // ESCALA 6x1: A ROTINA QUE DESTRÓI MILHÕES de BRASILEIROS (Vídeo Irrefutável) // ECONOMISTA CALCULA QUANTO O FIM DA ESCALA 6X1 PODE CUSTAR AOS EMPRESÁRIOS // FIM DA ESCALA 6X1: ENTENDA A DISCUSSÃO! // PEC do fim da escala 6x1: Manifestações de apoio devem acontecer em 6 capitais | O POVO NEWS // Escala 6x1: PEC deve ter as assinaturas suficientes nesta semana, diz deputada Erika Hilton // O fim da Escala 6x1: Como essa mudança afeta Pequenos Empresários e Trabalhadores // Fim da escala 6x1: Entenda como funciona o modelo atual e o que PEC pode mudar // COMO O FIM DA ESCALA 6X1 PODE IMPACTAR EMPRESAS E TRABALHADORES? #FN // PEC do fim da escala 6x1 é uma farsa // FIM DA ESCALA 6x1 PODE DESTRUIR A ECONOMIA BRASILEIRA // ESCALA 6x1: Será o fim desse modelo de trabalho? // Escala 6x1: A Escravidão dos Tempos Modernos! // O fim da escala 6x1 é uma oportunidade política única (e o governo tá vacilando) // O QUE NÃO TE CONTAM SOBRE O FIM DA ESCALA 6X1? // pec do fim da escala 6x1: será que funciona? // Escala 6x1 em Debate: Famosos como Leo Picon, Jade, Luana Piovani e Gil do Vigor opinam sobre a PEC // TREZOITAO É A FAVOR DA ESCALA 6X1? // FIM DA ESCALA 6X1 // A escala 6x1 vai continuar e não haverá mudanças // A Escala 6x1 não é sua Verdadeira Inimiga // Escala 6x1 em discussão na Câmara: Como a esquerda vai desempregar ainda mais brasileiros. // Fim da escala 6x1 e o Deputado Marco Feliciano // Estou revoltado! com essa escala 6x1 (O início de tudo) // TRABALHAR NA ESCALA 6X1 VAI ARRUINAR SUA VIDA? (1 DE 2) - REACT @mbcnate // Escala 6x1 ESCRAVIDÃO moderna! (Jovem fuja disso) // ","transcriptions.txt","35","15","415","2024-09-29"
"Essa escala 6x1 eu não aguento mais #shorts #drama","Thintho","https://www.youtube.com/watch?v=RhZNbTixZhM","Principal","ESCALA 6X1 E A ROMANTIZAÇÃO DO SOFRIMENTO | Marcos Lacerda, psicólogo // O Fim da Escala 6 X 1 // Escala 6x1: senador Cleitinho diz que é desumana: &#39;Isso não é questão de ideologia&#39; // Fim da escala de 6x1: PEC tem mais de 130 assinaturas | CNN NOVO DIA // Fim da escala 6x1: você é a favor ou contra? 👷🏽⏰ #trabalho #profissão #dinheiro #negócios #shorts // URGENTE: FIM DA ESCALA 6X1 EXPLICADO ENTENDA DE UMA VEZ POR TODAS // URGENTE: A Escala 6x1 vai acabar? // ESSA É A VERDADE SOBRE O FIM DA ESCALA 6X1 // Escala 6x1: Redução de jornada é tendência, mas, por meio de lei, eleva informalidade, diz Landim // TRABALHADOR EXAUSTO FAZ DESABAFO SOBRE ESCALA 6X1 // A ESCALA 6X1 VAI ACABAR? // Fim da escala 6x1: PEC atinge assinaturas necessárias | Chega Mais Notícias (13/11/24) // Fim da escala 6x1 | Parte 1 // DEUS É CONTRA A ESCALA 6x1? OS 10 MANDAMENTOS PROÍBEM? // ESPOSA DE DEYVERSON OPINA SOBRE ESCALA 6X1: ‘SERÁ QUE A CULPA É DO SEU CHEFE?’ // A PEC do fim da ESCALA 6X1 vai ARRUINAR sua vida // ESCALA 6X1: Impactos no CORPO e na MENTE | ANA BEATRIZ // Humanizei a Escala 6x1 #shorts // Quer ARRUINAR a sua vida? Trabalhe na ESCALA 6X1 // PÂNICO ANALISA NOVOS DETALHES SOBRE A POLÊMICA ESCALA 6X1 E DEBATE AO VIVO! // ADEUS ESCALA 6X1, ADEUS SUPERMERCADO : PEDI DEMISSÃO !! // SEU OSMAR E A ESCALA 6X1 DO ROBERTO ELE TA CANSADO DE TRABALHAR TENTE NÃO RIR 🤣 #humor #memes 🤠 // MEMES pra te AJUDAREM na ESCALA 6x1 - Cinema dos MEMES // O DESABAFO DE UM TRABALHADOR ESCALA 6X1 // ESCALA 6x1 // ESCALA 6X1 NÃO É VIDA! PRECISAMOS FALAR SOBRE ISSO // Escala 6x1: A Escravidão dos Tempos Modernos! // ESCALA 6X1: A VERDADE QUE NINGÉM TE CONTA // FIM DA ESCALA 6x1: por que esse tipo de trabalho tem que acabar? // tem como fazer a ESCALA 6X1 ser MENOS PIOR? // Como SAIR da ESCALA 6X1 para sempre // CEROL DAR SUA OPINIÃO SOBRE A ESCALA 6X1 // VOCÊ APOIA A ESCALA 6x1? #chefe #humor #esposa // ESCALA 6X1: NÃO É O ÚNICO PROBLEMA | CORTES // DESABAFO DA ESCALA 6X1 // ESCALA 6X1: COMO É TRABALHAR NO SUPERMERCADO // Noubari - escala 6x1 // ZEUS REAGE: A ESCALA 6X1 VAI ACABAR COM A BOLSA // A escala 6x1 vai continuar e não haverá mudanças // A verdade sobre CLT e a escala 6x1(as empresas não querem que você saiba disso) // ESCALA 6x1 #shorts // Escala 6x1: Por Que Não Tenho Escolha // A Escala 6x1 não é sua Verdadeira Inimiga // Estou revoltado! com essa escala 6x1 (O início de tudo) // Escala 6x1 tem que acabar, os piores argumentos. // Escala 6x1 voce concorda? #6x1 #escala5x2 #clt #trabalho // Nikolas Ferreira é contra o fim da escala 6x1 🤦🏻‍♂️ #nikolasferreira #pec #shorts #politica #brasil // EU SAI DA ESCALA 6X1 (TROQUEI DE EMPREGO) // Escala 6X1 #direito #escala6x1 #6x1 #bolsonaro #lula #direita #esquerda #trabalho #trabalhadores // FIM DA ESCALA 6x1 // Escala 6x1 part2 // Escala 6x1 // ESCALA 6x1 🥵🥱🏃‍♂️⏱️ #humor #comedia #escala6x1 #6x1 // ","transcriptions.txt","11980","136","250302","2024-11-16"
"ESCALA 6X1 / CLT E A ESCRAVIDÃO MODERNA","Thiago Inspira","https://www.youtube.com/watch?v=Yxl2wFaN51g","Principal","","transcriptions.txt","197","116","1703","2024-10-11"
"FIM DA ESCALA 6X1: os prós, os contras e tramitação no Congresso | Gaúcha Atualidade | 13/11/2024","GZH","https://www.youtube.com/watch?v=W1ciC0b8iZ4","Principal","BOLSONARO NA MIRA / ONDA CONSERVADORA NO MUNDO / FIM DA ESCALA 6X1? - OS PINGOS NOS IS 11/11/2024 // ","transcriptions.txt","193","2","9892","2024-11-13"
"PASTOR CONDENA FIM DA ESCALA 6X1 | CORTES","Cortes do Chocolate","https://www.youtube.com/watch?v=xusRTKlhU2M","Principal","","transcriptions.txt","2232","737","25229","2024-11-18"
"PATRULHA CLT E A ESCALA 6X1","badshinji","https://www.youtube.com/watch?v=5sL84D-xXtI","Principal","","transcriptions.txt","1607","58","9507","2024-10-04"
"CEROL DAR SUA OPINIÃO SOBRE A ESCALA 6X1","REACTS DO CEROL","https://www.youtube.com/watch?v=iG8ZrTdgHCY","Principal","5 Provas que a Escala 6x1 é melhor que a 4x3 // Se o fim da escala 6x1 for aprovado a bolsa acaba? É o fim? // Escala 6x1: senador Cleitinho diz que é desumana: &#39;Isso não é questão de ideologia&#39; // REFUTANDO QUEM É CONTRA O FIM DA ESCALA 6X1 | FÁCIL DEMAIS // Fim da escala 6x1: você é a favor ou contra? 👷🏽⏰ #trabalho #profissão #dinheiro #negócios #shorts // URGENTE: FIM DA ESCALA 6X1 EXPLICADO ENTENDA DE UMA VEZ POR TODAS // Igão DISCUTE sobre FIM DA ESCALA 6X1 com PSIQUIATRA // A QUEDA DA ESCALA 6x1: LEO PICON vs ERIKA HILTON? (Precisamos falar sobre o Brasil) // URGENTE: A Escala 6x1 vai acabar? // Especialista em Direito do Trabalho explica consequências do fim da escala 6x1 // NEGARAM O FIM DA ESCALA 6X1!!? #clt #meme #memes #engraçado // FIM DA ESCALA 6X1: Katia começa a trabalhar no Supermercado e já se mete em confusão: CLT // FUI NAS RUAS PELO FIM DA ESCALA 6X1 // A ESCALA 6X1 VAI ACABAR? // Escala 6x1 e os impactos na vida do trabalhador brasileiro | Papo Rápido | GNT // Fim da escala 6x1 | Parte 1 // NÃO TEM POBREZA QUE RESISTA A 14 HORAS DE TRABALHO (Escala 6X1) // DEUS É CONTRA A ESCALA 6x1? OS 10 MANDAMENTOS PROÍBEM? // ESPOSA DE DEYVERSON OPINA SOBRE ESCALA 6X1: ‘SERÁ QUE A CULPA É DO SEU CHEFE?’ // A PEC do fim da ESCALA 6X1 vai ARRUINAR sua vida // ESCALA 6X1 Saiba o que já está em vigor! // FIM DA ESCALA 6X1: ENTENDA A DISCUSSÃO! // PEC do fim da escala 6x1: Manifestações de apoio devem acontecer em 6 capitais | O POVO NEWS // ESCALA 6X1: Impactos no CORPO e na MENTE | ANA BEATRIZ // JAMAIS TRABALHE NA ESCALA 6x1 // Feliciano sobre Escala 6x1: &quot;Nos EUA, todos trabalham até a exaustão pra ver prosperidade e riqueza&quot; // Fim da escala 6x1 | Entenda agora // Humanizei a Escala 6x1 #shorts // CLEITINHO E JORGE SEIF DISCUTEM SOBRE ESCALA 6X1 NO SENADO // DEPUTADOS QUE TRABALHAM 3X POR SEMANA ESTÃO CONTRA O FIM DA ESCALA 6x1 // Se o fim da ESCALA 6x1 for aprovado a BOLSA acaba? É o fim? // PEC do fim da escala 6x1 é uma farsa // SEU OSMAR E A ESCALA 6X1 DO ROBERTO ELE TA CANSADO DE TRABALHAR TENTE NÃO RIR 🤣 #humor #memes 🤠 // O DESABAFO DE UM TRABALHADOR ESCALA 6X1 // A ESCALA 6X1 TEM QUE ACABAR? // ESCALA 6x1: Será o fim desse modelo de trabalho? // NANDO MOURA CONTRA A ESCALA 6X1 // Escala 6x1: eu sou contra! // ESCALA 6X1 NÃO É VIDA! PRECISAMOS FALAR SOBRE ISSO // Escala 6x1: A Escravidão dos Tempos Modernos! // ESCALA 6X1: A VERDADE QUE NINGÉM TE CONTA // PEC do Fim da Escala 6x1: O Que Muda para os Trabalhadores? // O fim da escala 6x1 é uma oportunidade política única (e o governo tá vacilando) // FIM DA ESCALA 6x1: por que esse tipo de trabalho tem que acabar? // Afinal, o que é a Escala 6x1 ? #noticias #direitotrabalho #escala6x1 #6x1 #pec  #direitotrabalhador // ESCALA 6X1 NO CHIPANZIL NUNCA VAI ACABAR!! // FIM DA ESCALA 6x1 #hamletpng #shorts // tem como fazer a ESCALA 6X1 ser MENOS PIOR? // tentando SER FELIZ mesmo na ESCALA 6X1! #curiosidades #trabalho // FIM DA ESCALA 6X1: ENTENDA A PROPOSTA ABSURDA QUE PODE DESTRUIR O BRASIL! // 5 RISCOS da ESCALA 6x1 | DANDO O FURO // SACANI MANDA A REAL SOBRE PEC CONTRA ESCALA 6X1 // Essa escala 6x1 eu não aguento mais #shorts #drama // FIM DA ESCALA 6X1 // ESCALA 6X1: COMO É TRABALHAR NO SUPERMERCADO // Noubari - escala 6x1 // A escala 6x1 vai continuar e não haverá mudanças // A verdade sobre CLT e a escala 6x1(as empresas não querem que você saiba disso) // ESCALA 6x1 #shorts // 3 trabalhos para fugir da escala 6x1 #trabalho#work#escala#6x1 // RENAN FALANDO SOBRE A ESCALA 6X1 KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK // Escala 6x1: Por Que Não Tenho Escolha // A Escala 6x1 não é sua Verdadeira Inimiga // A escala 6x1 tem que acabar no BOSTIL! // Marco Feliciano é contra o fim da escala 6x1 // VOCÊ É CONTRA A ESCALA 6x1? 🤔 #shorts #short #escala6x1 #escala6x1não #6x1 #clt  #trabalho #viral // Estou revoltado! com essa escala 6x1 (O início de tudo) // É o fim da escala 6x1? // Escala 6x1 #shorts  #camaçari #6x1 #Escala6x1 // Escala 6x1 tem que acabar, os piores argumentos. // Fim da escala 6X1 // Escala 6x1 voce concorda? #6x1 #escala5x2 #clt #trabalho // Fim da escala 6x1! Trabalhadores unidos! // FIM DA ESCALA 6X1 #6x1 #escala6x1 #clt // Escala 6x1 - Parte 1  #humor #cenas #comedia #6x1 #escala6x1 // Escala 6x1 - parte 2 #humor #cenas #comedia #6x1 #escala6x1 // A escala 6x1 é desumana! - Pt 2 @paulovcoach #paulovieiracortes #clt #6x1 #escala6x1 #trabalho // Escala 6X1 #direito #escala6x1 #6x1 #bolsonaro #lula #direita #esquerda #trabalho #trabalhadores // FIM DA ESCALA 6x1 // 6X1 - A ESCALA DE TRABALHO DO INFERNO // Escala 6x1 part2 // A ESCALA 6x1 ESTÁ ACABANDO COM VOCÊ? // A escala 6x1 é o pior erro do bostil // Desabafo de um jovem trabalhador na escala 6x1 // Escala 6x1 // Fim da escala 6x1 #escala6x1 // Escala 6X1 😰#6x1 // Escala 6x1.   #6x1 #clt // #noticias #escala #6x1 #pec #constituicaofederal #fim // Cerol fala sobre a Escala 6x1 Deve ou não deve acabar ? #cerol #escala #6x1 #clt // Fim da escala 6x1 // ESCALA 6x1: PAVANATO vs FEMINISTA #feminista #entertainment #escala #pavanato #6x1 // ","transcriptions.txt","80","10","671","2024-11-12"
"FIM DA ESCALA 6X1","Alê Since 1994","https://www.youtube.com/watch?v=h3lJ24Ivlyk","Principal","5 Provas que a Escala 6x1 é melhor que a 4x3 // ANALISANDO AS POLÊMICAS (E MEMES) SOBRE A ESCALA 6X1 | Diva Depressão // ninguém aguenta mais a ESCALA 6x1 // Se o fim da escala 6x1 for aprovado a bolsa acaba? É o fim? // O Fim da Escala 6x1 vai Quebrar a Economia do Brasil // REFUTANDO QUEM É CONTRA O FIM DA ESCALA 6X1 | FÁCIL DEMAIS // Gil do Vigor detona quem é contra fim da escala 6x1: &#39;Trabalhador mais descansado é mais produtivo&#39; // Igão DISCUTE sobre FIM DA ESCALA 6X1 com PSIQUIATRA // FIM DA ESCALA 6X1 (COM ESTUDOS) • Física e Afins // A QUEDA DA ESCALA 6x1: LEO PICON vs ERIKA HILTON? (Precisamos falar sobre o Brasil) // URGENTE: A Escala 6x1 vai acabar? // Especialista em Direito do Trabalho explica consequências do fim da escala 6x1 // FIM DA ESCALA 6X1: Katia começa a trabalhar no Supermercado e já se mete em confusão: CLT // A ESCALA 6X1 VAI ACABAR? // ESCALA 6x1: A ROTINA QUE DESTRÓI MILHÕES de BRASILEIROS (Vídeo Irrefutável) // Fim da escala 6x1 | Parte 1 // FIM DA ESCALA 6X1: ENTENDA A DISCUSSÃO! // PEC do fim da escala 6x1: Manifestações de apoio devem acontecer em 6 capitais | O POVO NEWS // JAMAIS TRABALHE NA ESCALA 6x1 // Feliciano sobre Escala 6x1: &quot;Nos EUA, todos trabalham até a exaustão pra ver prosperidade e riqueza&quot; // Fim da escala 6x1 | Entenda agora // O fim da Escala 6x1: Como essa mudança afeta Pequenos Empresários e Trabalhadores // Humanizei a Escala 6x1 #shorts // DEPUTADOS QUE TRABALHAM 3X POR SEMANA ESTÃO CONTRA O FIM DA ESCALA 6x1 // COMO O FIM DA ESCALA 6X1 PODE IMPACTAR EMPRESAS E TRABALHADORES? #FN // ESCALA 6X1 e fim do concurso de CARREIRA! Concurso CLT agora! // Se o fim da ESCALA 6x1 for aprovado a BOLSA acaba? É o fim? // Escala 6x1 - O Jovem quer SABER!!! // PEC do fim da escala 6x1 é uma farsa // FIM DA ESCALA 6x1 PODE DESTRUIR A ECONOMIA BRASILEIRA // ESCALA 6x1: Será o fim desse modelo de trabalho? // Escala 6x1: eu sou contra! // Escala 6x1: A Escravidão dos Tempos Modernos! // O fim da escala 6x1 é uma oportunidade política única (e o governo tá vacilando) // O QUE NÃO TE CONTAM SOBRE O FIM DA ESCALA 6X1? // FIM DA ESCALA 6x1: por que esse tipo de trabalho tem que acabar? // Afinal, o que é a Escala 6x1 ? #noticias #direitotrabalho #escala6x1 #6x1 #pec  #direitotrabalhador // Escala 6x1 em Debate: Famosos como Leo Picon, Jade, Luana Piovani e Gil do Vigor opinam sobre a PEC // tem como fazer a ESCALA 6X1 ser MENOS PIOR? // Como SAIR da ESCALA 6X1 para sempre // 5 RISCOS da ESCALA 6x1 | DANDO O FURO // O FIM DA ESCALA 6X1 É UMA UTOPIA NO BRASIL! // CEROL DAR SUA OPINIÃO SOBRE A ESCALA 6X1 // ESCALA 6X1: NÃO É O ÚNICO PROBLEMA | CORTES // 3 trabalhos para fugir da escala 6x1 #trabalho#work#escala#6x1 // A Escala 6x1 não é sua Verdadeira Inimiga // Fim da escala 6x1 e o Deputado Marco Feliciano // Faz tempo que eu não trabalho na escala 6x1, mas lembro como era ruim. Não desejo pra ninguém! #6x1 // VOCÊ É CONTRA A ESCALA 6x1? 🤔 #shorts #short #escala6x1 #escala6x1não #6x1 #clt  #trabalho #viral // Estou revoltado! com essa escala 6x1 (O início de tudo) // TRABALHAR NA ESCALA 6X1 VAI ARRUINAR SUA VIDA? (1 DE 2) - REACT @mbcnate // É o fim da escala 6x1? // Fim da escala 6X1 // Escala 6x1 voce concorda? #6x1 #escala5x2 #clt #trabalho // Fim da escala 6x1! Trabalhadores unidos! // Escala 6x1 ESCRAVIDÃO moderna! (Jovem fuja disso) // FIM DA ESCALA 6X1 #6x1 #escala6x1 #clt // ESCALA 6X1 É A ESCRAVIDÃO MODERNA DO SECULO XXI ?? [REACT] // FIM da ESCALA 6x1. A VERDADE REVEL4DA! // FIM DA ESCALA 6x1 // O que não te contaram sobre o FIM DA ESCALA 6x1 // Escala 6x1 // Fim da escala 6x1 #escala6x1 // Escala 6X1 😰#6x1 // Fim da escala 6x1 // ESCALA 6x1: PAVANATO vs FEMINISTA #feminista #entertainment #escala #pavanato #6x1 // ","transcriptions.txt","17","7","150","2024-08-10"
"ARTHUR DO VAL DETONA PEC DA ESCALA 6x1| E Detalhe | Arthur do Val","MBLiveTV - Lives do MBL","https://www.youtube.com/watch?v=poTAp5jTUtA","Principal","VENDI MEU PC E AGORA VOU VIRAR CLT NA ESCALA 6X1 #fyb #bancos #clt #6x1 // ","transcriptions.txt","5272","225","33327","2024-11-12"
"VOCÊ APOIA A ESCALA 6x1? #chefe #humor #esposa","GuiPansiga","https://www.youtube.com/watch?v=bp7y9mgSyfI","Principal","Fim da escala 6x1 | Parte 1 // ESPOSA DE DEYVERSON OPINA SOBRE ESCALA 6X1: ‘SERÁ QUE A CULPA É DO SEU CHEFE?’ // Essa escala 6x1 eu não aguento mais #shorts #drama // ESCALA 6x1 #shorts // ","transcriptions.txt","4636","12","49349","2024-11-15"
"ESCALA 6X1: NÃO É O ÚNICO PROBLEMA | CORTES","Cortes do Chocolate","https://www.youtube.com/watch?v=o_KyHpXyIYs","Principal","Quer ARRUINAR a sua vida? Trabalhe na ESCALA 6X1 // MEMES pra te AJUDAREM na ESCALA 6x1 - Cinema dos MEMES // Escala 6x1: A Escravidão dos Tempos Modernos! // ESCALA 6X1: A VERDADE QUE NINGÉM TE CONTA // Essa escala 6x1 eu não aguento mais #shorts #drama // FIM DA ESCALA 6X1 // Noubari - escala 6x1 // A verdade sobre CLT e a escala 6x1(as empresas não querem que você saiba disso) // ESCALA 6x1 #shorts // A Escala 6x1 não é sua Verdadeira Inimiga // Estou revoltado! com essa escala 6x1 (O início de tudo) // EU SAI DA ESCALA 6X1 (TROQUEI DE EMPREGO) // ESCALA 6X1 É A ESCRAVIDÃO MODERNA DO SECULO XXI ?? [REACT] // FIM DA ESCALA 6x1 // ","transcriptions.txt","666","68","5837","2024-09-30"
